date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:56:00	545/545	---MC-	200	added ('OK')	image/png	date:Wed,%2013%20Mar%202024%2011:55:59%20GMT	https://htmldemo.net/malias/malias/img/flags/fr.png	E:/XuanBac/htmldemo.net/malias/malias/img/flags/fr.png	(from https://htmldemo.net/malias/malias/index.html)
18:56:01	57545/57545	---MCZ	200	added ('OK')	text/html	etag:W/%2263380002-e0c9%22	https://htmldemo.net/malias/malias/my-account.html	E:/XuanBac/htmldemo.net/malias/malias/my-account.html	(from https://htmldemo.net/malias/malias/index.html)
18:56:01	37950/37950	---MCZ	200	added ('OK')	text/html	etag:W/%2263380017-943e%22	https://htmldemo.net/malias/malias/wishlist.html	E:/XuanBac/htmldemo.net/malias/malias/wishlist.html	(from https://htmldemo.net/malias/malias/index.html)
18:56:03	61586/61586	---MCZ	200	added ('OK')	text/html	etag:W/%226337ffe5-f092%22	https://htmldemo.net/malias/malias/checkout.html	E:/XuanBac/htmldemo.net/malias/malias/checkout.html	(from https://htmldemo.net/malias/malias/index.html)
18:56:03	25140/25140	---MCZ	200	added ('OK')	text/html	etag:W/%226337ffde-6234%22	https://htmldemo.net/malias/malias/account.html	E:/XuanBac/htmldemo.net/malias/malias/account.html	(from https://htmldemo.net/malias/malias/index.html)
18:56:04	2392/2392	---MC-	200	added ('OK')	image/png	date:Wed,%2013%20Mar%202024%2011:56:03%20GMT	https://htmldemo.net/malias/malias/img/logo.png	E:/XuanBac/htmldemo.net/malias/malias/img/logo.png	(from https://htmldemo.net/malias/malias/index.html)
18:56:04	51726/51726	---MCZ	200	added ('OK')	text/html	etag:W/%226337ffec-ca0e%22	https://htmldemo.net/malias/malias/cart.html	E:/XuanBac/htmldemo.net/malias/malias/cart.html	(from https://htmldemo.net/malias/malias/index.html)
18:56:04	7413/7413	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:03%20GMT	https://htmldemo.net/malias/malias/img/product/total-cart.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/total-cart.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:05	5498/5498	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:04%20GMT	https://htmldemo.net/malias/malias/img/product/total-cart2.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/total-cart2.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:06	26870/26870	---MCZ	200	added ('OK')	text/html	etag:W/%226337ffd4-68f6%22	https://htmldemo.net/malias/malias/about.html	E:/XuanBac/htmldemo.net/malias/malias/about.html	(from https://htmldemo.net/malias/malias/index.html)
18:56:06	191636/191636	---MCZ	200	added ('OK')	text/html	etag:W/%226337fff4-2ec94%22	https://htmldemo.net/malias/malias/index-2.html	E:/XuanBac/htmldemo.net/malias/malias/index-2.html	(from https://htmldemo.net/malias/malias/index.html)
18:56:07	93836/93836	---MCZ	200	added ('OK')	text/html	etag:W/%226338000e-16e8c%22	https://htmldemo.net/malias/malias/shop.html	E:/XuanBac/htmldemo.net/malias/malias/shop.html	(from https://htmldemo.net/malias/malias/index.html)
18:56:07	93836/93836	---MCZ	200	added ('OK')	text/html	etag:W/%2263380008-16e8c%22	https://htmldemo.net/malias/malias/shop-list.html	E:/XuanBac/htmldemo.net/malias/malias/shop-list.html	(from https://htmldemo.net/malias/malias/index.html)
18:56:07	62973/62973	---MCZ	200	added ('OK')	text/html	etag:W/%2263380007-f5fd%22	https://htmldemo.net/malias/malias/product-details.html	E:/XuanBac/htmldemo.net/malias/malias/product-details.html	(from https://htmldemo.net/malias/malias/index.html)
18:56:08	44710/44710	---MCZ	200	added ('OK')	text/html	etag:W/%226337fff2-aea6%22	https://htmldemo.net/malias/malias/contact.html	E:/XuanBac/htmldemo.net/malias/malias/contact.html	(from https://htmldemo.net/malias/malias/index.html)
18:56:08	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Mar%202024%2011:56:07%20GMT	https://htmldemo.net/malias/malias/login.html	E:/XuanBac/htmldemo.net/malias/malias/login.html	(from https://htmldemo.net/malias/malias/index.html)
18:56:09	18481/18481	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:08%20GMT	https://htmldemo.net/malias/malias/img/megamenu/vmega_blog1.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/megamenu/vmega_blog1.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:09	28332/28332	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:08%20GMT	https://htmldemo.net/malias/malias/img/sliders/slider-1/bg1.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/sliders/slider-1/bg1.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:10	27953/27953	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:09%20GMT	https://htmldemo.net/malias/malias/img/sliders/slider-1/bg2.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/sliders/slider-1/bg2.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:10	19782/19782	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:09%20GMT	https://htmldemo.net/malias/malias/img/sliders/slider-1/bg3.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/sliders/slider-1/bg3.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:10	2652/2652	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:10%20GMT	https://htmldemo.net/malias/malias/img/hot-deals/1.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/hot-deals/1.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:11	6042/6042	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:10%20GMT	https://htmldemo.net/malias/malias/img/hot-deals/2.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/hot-deals/2.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:11	5450/5450	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:11%20GMT	https://htmldemo.net/malias/malias/img/hot-deals/3.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/hot-deals/3.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:12	2029/2029	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:11%20GMT	https://htmldemo.net/malias/malias/img/product/small/1.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/small/1.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:12	1241/1241	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:11%20GMT	https://htmldemo.net/malias/malias/img/product/small/2.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/small/2.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:13	2256/2256	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:12%20GMT	https://htmldemo.net/malias/malias/img/product/small/3.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/small/3.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:13	2230/2230	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:12%20GMT	https://htmldemo.net/malias/malias/img/product/small/4.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/small/4.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:14	1266/1266	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:13%20GMT	https://htmldemo.net/malias/malias/img/product/small/5.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/small/5.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:14	2163/2163	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:13%20GMT	https://htmldemo.net/malias/malias/img/product/small/6.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/small/6.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:15	2136/2136	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:14%20GMT	https://htmldemo.net/malias/malias/img/product/small/7.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/small/7.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:16	2158/2158	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:15%20GMT	https://htmldemo.net/malias/malias/img/product/small/8.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/small/8.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:16	16960/16960	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:15%20GMT	https://htmldemo.net/malias/malias/img/banner/1.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/banner/1.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:17	22242/22242	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:16%20GMT	https://htmldemo.net/malias/malias/img/banner/2.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/banner/2.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:17	6371/6371	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:16%20GMT	https://htmldemo.net/malias/malias/img/posts/1.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/posts/1.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:17	6968/6968	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:17%20GMT	https://htmldemo.net/malias/malias/img/posts/2.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/posts/2.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:18	5439/5439	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:17%20GMT	https://htmldemo.net/malias/malias/img/posts/3.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/posts/3.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:18	4875/4875	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:17%20GMT	https://htmldemo.net/malias/malias/img/posts/4.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/posts/4.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:19	7992/7992	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:18%20GMT	https://htmldemo.net/malias/malias/img/banner/3.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/banner/3.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:19	7193/7193	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:18%20GMT	https://htmldemo.net/malias/malias/img/banner/4.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/banner/4.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:20	5453/5453	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:19%20GMT	https://htmldemo.net/malias/malias/img/product/mediam/12.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/mediam/12.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:20	4447/4447	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:19%20GMT	https://htmldemo.net/malias/malias/img/product/mediam/12bg.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/mediam/12bg.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:21	5506/5506	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:20%20GMT	https://htmldemo.net/malias/malias/img/product/mediam/2.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/mediam/2.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:21	6042/6042	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:20%20GMT	https://htmldemo.net/malias/malias/img/product/mediam/2bg.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/mediam/2bg.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:21	6260/6260	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:21%20GMT	https://htmldemo.net/malias/malias/img/product/mediam/5.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/mediam/5.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:22	7413/7413	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:21%20GMT	https://htmldemo.net/malias/malias/img/product/mediam/3bg.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/mediam/3bg.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:22	5450/5450	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:22%20GMT	https://htmldemo.net/malias/malias/img/product/mediam/6.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/mediam/6.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:23	5833/5833	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:22%20GMT	https://htmldemo.net/malias/malias/img/product/mediam/4bg.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/mediam/4bg.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:23	5989/5989	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:23%20GMT	https://htmldemo.net/malias/malias/img/product/mediam/3.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/mediam/3.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:24	5592/5592	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:23%20GMT	https://htmldemo.net/malias/malias/img/product/mediam/1.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/mediam/1.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:24	6260/6260	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:23%20GMT	https://htmldemo.net/malias/malias/img/product/mediam/1bg.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/mediam/1bg.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:25	2988/2988	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:24%20GMT	https://htmldemo.net/malias/malias/img/product/mediam/4.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/mediam/4.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:26	8176/8176	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:25%20GMT	https://htmldemo.net/malias/malias/img/product/mediam/10.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/mediam/10.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:27	8234/8234	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:26%20GMT	https://htmldemo.net/malias/malias/img/product/mediam/10bg.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/mediam/10bg.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:28	5498/5498	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:27%20GMT	https://htmldemo.net/malias/malias/img/product/mediam/13.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/mediam/13.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:29	3870/3870	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:28%20GMT	https://htmldemo.net/malias/malias/img/banner/5.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/banner/5.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:29	11095/11095	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:28%20GMT	https://htmldemo.net/malias/malias/img/banner/6.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/banner/6.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:30	2684/2684	---MC-	200	added ('OK')	image/png	date:Wed,%2013%20Mar%202024%2011:56:29%20GMT	https://htmldemo.net/malias/malias/img/brand/1.png	E:/XuanBac/htmldemo.net/malias/malias/img/brand/1.png	(from https://htmldemo.net/malias/malias/index.html)
18:56:30	3726/3726	---MC-	200	added ('OK')	image/png	date:Wed,%2013%20Mar%202024%2011:56:30%20GMT	https://htmldemo.net/malias/malias/img/brand/2.png	E:/XuanBac/htmldemo.net/malias/malias/img/brand/2.png	(from https://htmldemo.net/malias/malias/index.html)
18:56:31	2585/2585	---MC-	200	added ('OK')	image/png	date:Wed,%2013%20Mar%202024%2011:56:30%20GMT	https://htmldemo.net/malias/malias/img/brand/3.png	E:/XuanBac/htmldemo.net/malias/malias/img/brand/3.png	(from https://htmldemo.net/malias/malias/index.html)
18:56:31	3878/3878	---MC-	200	added ('OK')	image/png	date:Wed,%2013%20Mar%202024%2011:56:31%20GMT	https://htmldemo.net/malias/malias/img/brand/4.png	E:/XuanBac/htmldemo.net/malias/malias/img/brand/4.png	(from https://htmldemo.net/malias/malias/index.html)
18:56:32	2806/2806	---MC-	200	added ('OK')	image/png	date:Wed,%2013%20Mar%202024%2011:56:31%20GMT	https://htmldemo.net/malias/malias/img/brand/5.png	E:/XuanBac/htmldemo.net/malias/malias/img/brand/5.png	(from https://htmldemo.net/malias/malias/index.html)
18:56:32	2762/2762	---MC-	200	added ('OK')	image/png	date:Wed,%2013%20Mar%202024%2011:56:32%20GMT	https://htmldemo.net/malias/malias/img/brand/6.png	E:/XuanBac/htmldemo.net/malias/malias/img/brand/6.png	(from https://htmldemo.net/malias/malias/index.html)
18:56:33	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Mar%202024%2011:56:32%20GMT	https://htmldemo.net/malias/malias/wishlist	E:/XuanBac/htmldemo.net/malias/malias/wishlist	(from https://htmldemo.net/malias/malias/index.html)
18:56:33	5743/5743	---MC-	200	added ('OK')	image/png	date:Wed,%2013%20Mar%202024%2011:56:32%20GMT	https://htmldemo.net/malias/malias/img/payment.png	E:/XuanBac/htmldemo.net/malias/malias/img/payment.png	(from https://htmldemo.net/malias/malias/index.html)
18:56:35	18481/18481	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202024%2011:56:33%20GMT	https://htmldemo.net/malias/malias/img/product/quickview-photo.jpg	E:/XuanBac/htmldemo.net/malias/malias/img/product/quickview-photo.jpg	(from https://htmldemo.net/malias/malias/index.html)
18:56:35	15518/15518	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263380142-3c9e%22	https://htmldemo.net/malias/malias/js/vendor/modernizr-2.8.3.min.js	E:/XuanBac/htmldemo.net/malias/malias/js/vendor/modernizr-2.8.3.min.js	(from https://htmldemo.net/malias/malias/index.html)
18:56:37	97168/97168	---MCZ	200	added ('OK')	application/javascript	etag:W/%226338013c-17b90%22	https://htmldemo.net/malias/malias/js/vendor/jquery-1.12.4.min.js	E:/XuanBac/htmldemo.net/malias/malias/js/vendor/jquery-1.12.4.min.js	(from https://htmldemo.net/malias/malias/index.html)
18:56:37	20342/20342	---MCZ	200	added ('OK')	application/javascript	etag:W/%226338006e-4f76%22	https://htmldemo.net/malias/malias/js/popper.min.js	E:/XuanBac/htmldemo.net/malias/malias/js/popper.min.js	(from https://htmldemo.net/malias/malias/index.html)
18:56:38	80413/80413	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263380056-13a1d%22	https://htmldemo.net/malias/malias/js/bootstrap.min.js	E:/XuanBac/htmldemo.net/malias/malias/js/bootstrap.min.js	(from https://htmldemo.net/malias/malias/index.html)
18:56:38	8427/8427	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263380072-20eb%22	https://htmldemo.net/malias/malias/js/wow.min.js	E:/XuanBac/htmldemo.net/malias/malias/js/wow.min.js	(from https://htmldemo.net/malias/malias/index.html)
18:56:39	11752/11752	---MCZ	200	added ('OK')	application/javascript	etag:W/%226338005f-2de8%22	https://htmldemo.net/malias/malias/js/jquery.meanmenu.js	E:/XuanBac/htmldemo.net/malias/malias/js/jquery.meanmenu.js	(from https://htmldemo.net/malias/malias/index.html)
18:56:39	44350/44350	---MCZ	200	added ('OK')	application/javascript	etag:W/%226338006b-ad3e%22	https://htmldemo.net/malias/malias/js/owl.carousel.min.js	E:/XuanBac/htmldemo.net/malias/malias/js/owl.carousel.min.js	(from https://htmldemo.net/malias/malias/index.html)
18:56:40	2041/2041	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263380063-7f9%22	https://htmldemo.net/malias/malias/js/jquery.scrollUp.min.js	E:/XuanBac/htmldemo.net/malias/malias/js/jquery.scrollUp.min.js	(from https://htmldemo.net/malias/malias/index.html)
18:56:40	5146/5146	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263380055-141a%22	https://htmldemo.net/malias/malias/js/countdon.min.js	E:/XuanBac/htmldemo.net/malias/malias/js/countdon.min.js	(from https://htmldemo.net/malias/malias/index.html)
18:56:41	24022/24022	---MCZ	200	added ('OK')	application/javascript	etag:W/%226338005d-5dd6%22	https://htmldemo.net/malias/malias/js/jquery-price-slider.js	E:/XuanBac/htmldemo.net/malias/malias/js/jquery-price-slider.js	(from https://htmldemo.net/malias/malias/index.html)
18:56:41	29774/29774	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263380168-744e%22	https://htmldemo.net/malias/malias/lib/js/jquery.nivo.slider.js	E:/XuanBac/htmldemo.net/malias/malias/lib/js/jquery.nivo.slider.js	(from https://htmldemo.net/malias/malias/index.html)
18:56:42	2621/2621	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263380064-a3d%22	https://htmldemo.net/malias/malias/js/jquery.zoom.min.js	E:/XuanBac/htmldemo.net/malias/malias/js/jquery.zoom.min.js	(from https://htmldemo.net/malias/malias/index.html)
18:56:42	784/784	---MCZ	200	added ('OK')	application/javascript	etag:W/%226338006c-310%22	https://htmldemo.net/malias/malias/js/plugins.js	E:/XuanBac/htmldemo.net/malias/malias/js/plugins.js	(from https://htmldemo.net/malias/malias/index.html)
18:56:43	7441/7441	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263380065-1d11%22	https://htmldemo.net/malias/malias/js/main.js	E:/XuanBac/htmldemo.net/malias/malias/js/main.js	(from https://htmldemo.net/malias/malias/index.html)
18:56:44	70807/70807	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263380035-11497%22	https://htmldemo.net/malias/malias/fonts/fontawesome-webfont.eot?v=4.5.0	E:/XuanBac/htmldemo.net/malias/malias/fonts/fontawesome-webfont3295.eot	(from https://htmldemo.net/malias/malias/css/font-awesome.min.css)
18:56:44	70807/70807	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263380035-11497%22	https://htmldemo.net/malias/malias/fonts/fontawesome-webfont.eot?	E:/XuanBac/htmldemo.net/malias/malias/fonts/fontawesome-webfontd41d.eot	(from https://htmldemo.net/malias/malias/css/font-awesome.min.css)
18:56:44	66624/66624	---M--	200	added ('OK')	font/woff2	etag:%226338003f-10440%22	https://htmldemo.net/malias/malias/fonts/fontawesome-webfont.woff2?v=4.5.0	E:/XuanBac/htmldemo.net/malias/malias/fonts/fontawesome-webfont3295.woff2	(from https://htmldemo.net/malias/malias/css/font-awesome.min.css)
18:56:45	83588/83588	---M--	200	added ('OK')	font/woff	etag:%2263380040-14684%22	https://htmldemo.net/malias/malias/fonts/fontawesome-webfont.woff?v=4.5.0	E:/XuanBac/htmldemo.net/malias/malias/fonts/fontawesome-webfont3295.woff	(from https://htmldemo.net/malias/malias/css/font-awesome.min.css)
